titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
CRITICAL MINERALS PERU S.A.,PERFIL_1_formalizacion,3,1700.0,ANCASH; CAJAMARCA /  LA LIBERTAD,CAJABAMBA /  SANCHEZ CARRION; MAR /  SANTA,M; N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINERA MARAÑON,PERFIL_1_formalizacion,3,700.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA MARTI S.A.C.,PERFIL_1_formalizacion,3,900.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA Y CONSTRUCCION DIJEECOS E.I.R.L.,PERFIL_1_formalizacion,3,600.0,ANCASH,YUNGAY,M,EXTINGUIDO; TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
XTRA MINERAL GOLD LIMITED E.I.R.L.,PERFIL_1_formalizacion,3,700.0,CAJAMARCA,CAJABAMBA; HUALGAYOC,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES SISA & ASOCIADOS S.A.C.,PERFIL_1_formalizacion,3,800.0,CAJAMARCA; CAJAMARCA /  LA LIBERTAD,CAJABAMBA; CAJABAMBA /  SANCHEZ CARRION,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EXTRACCION Y COMERCIALIZACION DE MINERALES NAYZA EIRL,PERFIL_1_formalizacion,3,430.2,CAJAMARCA; PIURA,FUERA DEL PERU /  SAN IGNACIO; PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ANTARUMI MINERALS S.A.C.,PERFIL_1_formalizacion,3,500.0,PIURA,AYABACA /  FUERA DEL PERU; AYABACA /  FUERA DEL PERU /  SULLANA; AYABACA /  SULLANA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERILT IMPORTACION & MAQUINARIA EN GENERAL S.A.C.,PERFIL_1_formalizacion,2,500.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GLOBALWEALTH S.A.C.,PERFIL_1_formalizacion,2,400.0,ANCASH,CASMA /  MAR,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSORCIO YOMAR S.A.C.,PERFIL_1_formalizacion,2,600.0,ANCASH,MAR /  SANTA; SANTA,M,EXTINGUIDO; TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CRAVES S.A.C,PERFIL_1_formalizacion,2,300.0,ANCASH,PALLASCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
BALBIS E.I.R.L.,PERFIL_1_formalizacion,2,500.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
REYESA GROUP S.A.C.,PERFIL_1_formalizacion,2,400.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA CERRO BAYO S.R.L.,PERFIL_1_formalizacion,2,200.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA & MINERIA JOMESA E.I.R.L.,PERFIL_1_formalizacion,2,300.0,CAJAMARCA,CAJAMARCA; CAJAMARCA /  CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MIN DU S.A.C.,PERFIL_1_formalizacion,2,200.0,CAJAMARCA,CAJAMARCA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INDUAMERICA SERVICIOS LOGISTICOS S.A.C.,PERFIL_1_formalizacion,2,900.0,CAJAMARCA,CHOTA; SANTA CRUZ,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PROCESADORA BLASTER S.R.L Y OTROS,PERFIL_1_formalizacion,2,200.0,CAJAMARCA; PIURA,AYABACA; SAN IGNACIO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA REINA DEL CISNE S.A.C. Y OTROS,PERFIL_1_formalizacion,2,1700.0,CAJAMARCA,JAEN; SAN IGNACIO,M,EXTINGUIDO; TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
BLACKROCK INVERSIONES Y PROYECTOS S.A.C.,PERFIL_1_formalizacion,2,200.0,CAJAMARCA,JAEN; SAN IGNACIO,M,EXTINGUIDO; TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES GENESIS II S.A.C.,PERFIL_1_formalizacion,2,2000.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES ARABICUS S.A.C.,PERFIL_1_formalizacion,2,2000.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINORTEX MINING S.A.C.,PERFIL_1_formalizacion,2,1000.0,CAJAMARCA; PIURA,AYABACA; SAN MIGUEL,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ORO NEGRO JJL SERVICIOS GENERALES S.A.C.,PERFIL_1_formalizacion,2,600.0,CAJAMARCA,HUALGAYOC,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO FRAMATA S.R.L.,PERFIL_1_formalizacion,2,1000.0,CAJAMARCA,CHOTA; CHOTA /  SANTA CRUZ,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VIRGEN DE LAS NIEVES 82,PERFIL_1_formalizacion,2,800.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ESCALMIN E.I.R.L.,PERFIL_1_formalizacion,2,1000.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CCS CONSTRUCTORA E INMOBILIARIA S.A.C.,PERFIL_1_formalizacion,2,600.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CUPRUM CAPITAL INVESTMENTS SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,2,1500.0,PIURA,PIURA /  SULLANA; SULLANA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PALPINA COMPAÑIA MINERA S.A.C. Y OTROS,PERFIL_1_formalizacion,2,1500.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
DOIG SERVICIOS E.I.R.L,PERFIL_1_formalizacion,2,500.0,PIURA,SULLANA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO CAM PERU SAC,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. DON RAFO 2,PERFIL_1_formalizacion,1,300.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. JAZMIN JHESLYN I Y OTROS,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINA LA PERLA,PERFIL_1_formalizacion,1,200.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EVAL RESOURCES S.A.C.,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERPROMIN S.A.C.,PERFIL_1_formalizacion,1,700.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
LIDER CONSTRUCREY S.A.C,PERFIL_1_formalizacion,1,600.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES CAVALA S.A.C.,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ASOCIACION DE VIVIENDA LA CONCHUELA-CALETA LA GRAMITA-CASA,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA /  MAR,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PAMPAMAR MINING SAC,PERFIL_1_formalizacion,1,300.0,ANCASH,CASMA /  MAR,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES CATAMAR E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,CASMA /  SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINING SPARTACUS E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,CORONGO /  SANTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ALL-CHEMIST CORPORACION MINERA S.A.C.,PERFIL_1_formalizacion,1,100.0,ANCASH,HUARMEY,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. FORTALEZA NUEVA ESPERANZA,PERFIL_1_formalizacion,1,100.0,ANCASH,HUARMEY,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
JEK CORPORATION SA,PERFIL_1_formalizacion,1,100.0,ANCASH,HUARMEY,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
J & D INVERTELP S.A.C.,PERFIL_1_formalizacion,1,300.0,ANCASH,HUARMEY,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO MINERO SAN AGUSTIN SAC,PERFIL_1_formalizacion,1,100.0,ANCASH,PALLASCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
REPRESENTACIONES GAPYCAL S.A.C.,PERFIL_1_formalizacion,1,100.0,ANCASH,PALLASCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA PERU NORTE E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,PALLASCA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA URPAY E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,PALLASCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
SEVIC CONTRATISTAS E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,SANTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EUROMINAS S.A.C.,PERFIL_1_formalizacion,1,6.0,ANCASH,SANTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORATIVO ATAUCHI E.I.R.L.,PERFIL_1_formalizacion,1,900.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
HAMVEL MULTISECTORIAL S.A.C. Y OTROS,PERFIL_1_formalizacion,1,100.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INFINITY CORP S.A.C. BIC,PERFIL_1_formalizacion,1,600.0,ANCASH,SANTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA FLORES S.A.C.,PERFIL_1_formalizacion,1,500.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA DE TRANSPORTE JEERGIKA E.I.R.L.,PERFIL_1_formalizacion,1,200.0,ANCASH,SANTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MG GROUP SAC,PERFIL_1_formalizacion,1,300.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION DE INGENIERIA ULISES SAC,PERFIL_1_formalizacion,1,300.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION MINERA MILENIUM SAC,PERFIL_1_formalizacion,1,100.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ECOTECH VII,PERFIL_1_formalizacion,1,300.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
JJY LOS JARITAS S.A.C,PERFIL_1_formalizacion,1,200.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
SHEBITA S.A.C.,PERFIL_1_formalizacion,1,200.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PEDREPLAST S.A.C,PERFIL_1_formalizacion,1,100.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
VICTORIA SILVIA ELIZABETH CRISTHIAN E.I.R.L.,PERFIL_1_formalizacion,1,100.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
BLUE WILL E.I.R.L. Y OTROS,PERFIL_1_formalizacion,1,800.0,ANCASH,SANTA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
"TRANSPORTES, SERVICIOS MINEROS Y AGRICOLAS S.A.C.",PERFIL_1_formalizacion,1,200.0,ANCASH /  LA LIBERTAD,SANTA /  VIRU,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA PERU GOLD S.A.,PERFIL_1_formalizacion,1,100.0,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
BELCON E.I.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,SAN MARCOS,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA COBRE CELESTIAL S.A.C,PERFIL_1_formalizacion,1,900.0,CAJAMARCA,SAN MIGUEL,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
FERRETERIA E INVERSIONES PEREZ S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CUTERVO,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
IMPORT SERVICIOS GENERALES PACIFICO'S S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CHOTA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
HEMAC NEGOCIOS Y SERVICIOS GENERALES S.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJAMARCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
HANAQ PERU S.A.C,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,SAN MIGUEL,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINER´S HOUSE FMB S.A.C,PERFIL_1_formalizacion,1,700.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINORTEX TRADER S.A.C.,PERFIL_1_formalizacion,1,600.0,CAJAMARCA,CONTUMAZA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
SAUG MINING S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSULTORES GROUP PERU JH S.A.C.,PERFIL_1_formalizacion,1,1000.0,CAJAMARCA,CHOTA /  SANTA CRUZ,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CALERA BAMBAMARCA S.A.C,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,HUALGAYOC,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA BRILLANTE NIEVE E.I.R.L.,PERFIL_1_formalizacion,1,300.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
LADRILLOS PRISMA S.R.L.,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,CAJAMARCA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA CAMPANA DE ORO S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MIN NORTH S.R.L.,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,CONTUMAZA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONTRATISTAS GENERALES LA MAZMA S.R.L.,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,HUALGAYOC,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA NO METALICA JOSE GALVEZ S.C.R.L,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,HUALGAYOC,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES ORO DEL NORTE S.A.C,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,SAN MIGUEL,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL MANANTIAL 2025,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,JAEN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSORCIO MINERO JOCOS SR. SAC,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
MULTISERVICIOS COMPANY Y & D E.I.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MV E.I.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INFONET E.I.R.L.,PERFIL_1_formalizacion,1,400.0,CAJAMARCA,SAN IGNACIO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSULTORA & CONSTRUCTORA GOICOCHEA S.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CHOTA /  CUTERVO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
TRANSPORTES Y SERVICIOS CHUGNAS S.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJAMARCA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INGENIERIA & SERVICIOS DELGADO E.I.R.L,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,SAN IGNACIO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES JH 2024 E.I.R.L.,PERFIL_1_formalizacion,1,200.0,CAJAMARCA,SAN PABLO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
LOGISNORT S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CONTUMAZA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ALTAIR SERVICIOS GENERALES E.I.R.L. Y OTROS,PERFIL_1_formalizacion,1,900.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MILAGROSO PADRE ETERNO 3,PERFIL_1_formalizacion,1,500.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
ACTIVIDAD MINERA DORADA S.A.C. Y OTROS,PERFIL_1_formalizacion,1,500.0,CAJAMARCA,SAN IGNACIO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACIÓN WALLIO E.I.R.L.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CONTUMAZA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINA EL FLOREAO,PERFIL_1_formalizacion,1,800.0,CAJAMARCA,CELENDIN,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
AHIEZER COMPANY S.A.C.,PERFIL_1_formalizacion,1,400.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA & MINERIA JOMESA E.I.R.L. Y OTROS,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,HUALGAYOC,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
R & C ASESORES EMPRESARIALES S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJAMARCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
CONGA DE ORO MINERIA Y CONSTRUCCION E.I.R.L.,PERFIL_1_formalizacion,1,300.0,CAJAMARCA,CAJAMARCA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES NUSAL S.A.C.,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,CAJABAMBA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PROCESADORA BLASTER S.R.L,PERFIL_1_formalizacion,1,100.0,CAJAMARCA,SAN IGNACIO,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
RCV INGENIEROS S.A.C,PERFIL_1_formalizacion,1,200.0,CAJAMARCA /  LA LIBERTAD,CHEPEN /  CONTUMAZA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
LM CONTRATISTAS GENERALES E.I.R.L.,PERFIL_1_formalizacion,1,200.0,CAJAMARCA /  LA LIBERTAD,CAJABAMBA /  GRAN CHIMU,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VILCAS 2023,PERFIL_1_formalizacion,1,300.0,CAJAMARCA /  LA LIBERTAD,CAJABAMBA /  OTUZCO /  SANCHEZ CARRION,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
FRANKHER MINING COMPANY S.A.C.,PERFIL_1_formalizacion,1,700.0,CAJAMARCA /  LAMBAYEQUE,CUTERVO /  FERREÑAFE,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOMA VERDE,PERFIL_1_formalizacion,1,400.0,PIURA,PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
PERU INVER CONSTRUTION SOCIEDAD COMERCIAL RESPONSABILIDAD LI,PERFIL_1_formalizacion,1,100.0,PIURA,SECHURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
K'AXAY E.I.R.L.,PERFIL_1_formalizacion,1,100.0,PIURA,PIURA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
J&R ASOCIADOS LUHAN SOCIEDAD ANONIMA CERRADA,PERFIL_1_formalizacion,1,100.0,PIURA,PAITA,N,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL HUALTACO,PERFIL_1_formalizacion,1,400.0,PIURA,PIURA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
RECUPERADA S.A.C.,PERFIL_1_formalizacion,1,1000.0,PIURA,SULLANA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
EXPLORACIONES BEZAGO S.A.C.,PERFIL_1_formalizacion,1,200.0,PIURA,AYABACA,M,TRAMITE,IGAFOM + REINFO,true,true,false,false,false,,INGEMMET - Catastro Minero (zona 17S)
