titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
TRES CERROS COMPANY S.A.C.,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CAJABAMBA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION YHAWILL S.R.L.,PERFIL_2_cumplimiento,1,28.6,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALINOR S.A.C.,PERFIL_2_cumplimiento,1,102.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
VULCANO DRILLING S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION SAGRADO CORAZON S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL ROSAL,PERFIL_2_cumplimiento,1,300.0,CAJAMARCA,CHOTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SHADDAI I,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,SAN MIGUEL /  SAN PABLO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NUBE BLANCA E.I.R.L.,PERFIL_2_cumplimiento,1,28.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CANDENTE GOLD PERU S.A.C.,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,SAN MIGUEL,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES DEL NORTE L& M MANAGEMENT E.R.L,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
M & CALERA SANTA S.A.C,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. NUEVA CALIFORNIA DE CAJAMARCA,PERFIL_2_cumplimiento,1,4.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. COLORADA DE CAJAMARCA,PERFIL_2_cumplimiento,1,7.3,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CANTERA LA TUNA BLANCA S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,SANTA CRUZ,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MC POLCY N5,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LUMINOSA NUMERO 2A,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,SAN PABLO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD NUBE BLANCA TECNOCAL S.R.L.,PERFIL_2_cumplimiento,1,50.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA CHETILLA S.R.L.,PERFIL_2_cumplimiento,1,900.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
REGULUS RESOURCES PERU S.A.C. Y OTROS,PERFIL_2_cumplimiento,1,24.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOUTHERN LEGACY PERU S.A.C.,PERFIL_2_cumplimiento,1,30.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CASSIL 02,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA MARIA LUZ S.A.C.,PERFIL_2_cumplimiento,1,0.3,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
RUMICUCHO S.R.L.,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ULRICA DE CAJAMARCA,PERFIL_2_cumplimiento,1,1.9,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CERAMICOS LAGT E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,JAEN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN BENITO II 2024,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CONTUMAZA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SANSIL SERVICIOS GENERALES S.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. JHIRED 2020,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MULTISERVICIOS ROSITA S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
JHYOS MINERIA S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. COLINAS NEGRAS,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CHOTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SARAI,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN MARCOS I,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CAJABAMBA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FAR EXPLOMINS S.A.C,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,SAN MARCOS,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
JME JUNCO S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
WARMIKUNA MINING SOCIEDAD ANONIMA CERRADA,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA RIO GUILLERMO S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,JAEN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VALLE DORADO DEL NORTE I,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,CAJABAMBA /  SAN MARCOS,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ARCILLAS PERÚ 1,PERFIL_2_cumplimiento,1,300.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA INMOBILIARIA B&G SERVICIOS GENERALES S.R.L,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN ANTONIO DE TAYAL,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CONSULADO DE CAJAMARCA,PERFIL_2_cumplimiento,1,5.6,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA ROSA AMERICA S.A.C.,PERFIL_2_cumplimiento,1,1000.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA CALERA ALSABE S.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA CASCABAMBA S.A.C.,PERFIL_2_cumplimiento,1,299.9,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES RD S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJABAMBA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA P´HUYU - YURAQ II E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINEX S.A.C.,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN NICOLAS DE CAJAMARCA,PERFIL_2_cumplimiento,1,24.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CERAMICA SAN LORENZO S.A.C.,PERFIL_2_cumplimiento,1,900.0,CAJAMARCA,JAEN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CAPRICORNIO Y OTROS,PERFIL_2_cumplimiento,1,20.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA SORPRESA DE CAJAMARCA,PERFIL_2_cumplimiento,1,2.1,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PRESIDENTE LEGUIA DE CAJAMARCA,PERFIL_2_cumplimiento,1,6.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA CERRO CUSHURO S.A.,PERFIL_2_cumplimiento,1,399.8,CAJAMARCA,SAN MIGUEL,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA LUMINOSA DE CAJAMARCA,PERFIL_2_cumplimiento,1,391.1,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA UNION DE CAJAMARCA,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. JUAN DE DIOS I,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA LOS DOS AMIGOS DE BAMBAMARCA S.R.L.,PERFIL_2_cumplimiento,1,28.6,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CLEOPATRA DE CAJAMARCA,PERFIL_2_cumplimiento,1,8.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES ALDAPA E.I.R.L,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CAJAMARCA CIUDAD DE COLORES S.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. RODOLFITO I,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NUEVO RENACER SERVICIOS GENERALES E.I.R.L.,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,SAN MARCOS,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERU CAL III,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL TIMBO,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CHOTA /  HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
HCB CONTRATISTAS GENERALES S.R.L.,PERFIL_2_cumplimiento,1,500.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PORCIA DE CAJAMARCA,PERFIL_2_cumplimiento,1,2.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
KORI ANTA S.A.C.,PERFIL_2_cumplimiento,1,8.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VIRUCA DE CAJAMARCA,PERFIL_2_cumplimiento,1,3.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA DE RESPONSABILIDAD LIMITADA ARVA,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. BENAVIDES Nº1 DE CAJAMARCA Y OTROS,PERFIL_2_cumplimiento,1,30.7,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. VICTORIA 2002,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA EL FERROL S.A.,PERFIL_2_cumplimiento,1,1.7,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALCAREOS 2004 S.A.C.,PERFIL_2_cumplimiento,1,46.4,CAJAMARCA,CONTUMAZA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
STRONG STEEL PERU S.A.C.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,SAN MIGUEL /  SANTA CRUZ,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA BENDICION DE DIOS,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
BANDA SERVICIOS GENERALES E.I.R.L.,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CAJAMARCA /  CONTUMAZA /  SAN PABLO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COBRIZA METALS PERU S.A.,PERFIL_2_cumplimiento,1,900.0,CAJAMARCA,JAEN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION LAS ESMERALDAS E.I.R.L.,PERFIL_2_cumplimiento,1,400.0,CAJAMARCA,SAN IGNACIO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOS REYES DE HUASMIN,PERFIL_2_cumplimiento,1,300.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CONGADEURQUIA I,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CERRO VANGUARDIA III,PERFIL_2_cumplimiento,1,300.0,CAJAMARCA,CONTUMAZA /  SAN MIGUEL,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
TRANSPORTES YOSIMAR E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EMPRESA CERRO ALUPUY S.R.L.,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,CELENDIN,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CARLO I,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,JAEN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CONCECION MINERA POWERMIN,PERFIL_2_cumplimiento,1,100.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL LIRIO DE LOS VALLES,PERFIL_2_cumplimiento,1,200.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
